Codice istat provincia;Sigla Provincia BDAP;Provincia BDAP;Codice istat comune;Codice Tipologia Ente BDAP;Descrizione Tipo Ente BDAP;Descrizione Ente BDAP;Codice Tipologia Ente BKI;Descrizione Tipo Ente BKI;Anno/Mese calendario;Tipologia del Movimento;Codice Titolo CG;Descrizione Titolo CG;Codice Gestionale Enti Locali;Descrizione CG;Popolazione ISTAT;Importo cumulato
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2552;Trasferimenti correnti da Enti di ricerca;1374582.0;36976.61
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2553;Trasferimenti correnti da Camere di commercio;1374582.0;50865.02
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2599;Trasferimenti correnti da altri enti del settore pubblico;1374582.0;47000.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3101;Diritti di segreteria e rogito;1374582.0;1195451.05
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3102;Diritti di istruttoria;1374582.0;567129.22
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3103;Altri diritti;1374582.0;1174376.71
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3112;Proventi da asili nido;1374582.0;12957331.2
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3113;Proventi da convitti, colonie, ostelli, stabilimenti termali;1374582.0;2562690.02
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3114;Proventi da corsi extrascolastici;1374582.0;840673.95
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3116;Proventi da impianti sportivi;1374582.0;3011091.28
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3118;Proventi da mense;1374582.0;766968.11
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3123;Proventi da teatri, musei, spettacoli, mostre;1374582.0;2346240.12
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3124;Proventi da trasporti funebri, pompe funebri, illuminazione votiva;1374582.0;5386656.2
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3126;Proventi da trasporto scolastico;1374582.0;145729.5
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3127;Proventi da strutture residenziali per anziani;1374582.0;22331915.53
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3130;Proventi da parcheggi custoditi e parchimetri;1374582.0;150231.06
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3131;Proventi di servizi produttivi;1374582.0;0.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3132;Sanzioni amministrative, ammende, oblazioni;1374582.0;131253945.09
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3149;Altri proventi dei servizi pubblici;1374582.0;360615921.27
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3201;Fitti attivi da terreni e giacimenti;1374582.0;192511.54
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3202;Fitti attivi da fabbricati;1374582.0;60487924.55
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3210;Canoni per concessioni spazi e aree pubbliche;1374582.0;52394903.24
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3211;Canoni per concessioni cimiteriali;1374582.0;3766700.99
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3221;Altri proventi da terreni e giacimenti;1374582.0;9974.43
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3222;Altri proventi da edifici;1374582.0;5919741.28
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3223;Altri proventi da altri beni materiali;1374582.0;172422.8
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3224;Altri proventi da beni immateriali;1374582.0;152795.96
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3301;Interessi da Cassa Depositi e Prestiti;1374582.0;79934.9
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3321;Interessi da altri soggetti per finanziamenti a breve termine;1374582.0;13029.3
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3322;Interessi da altri soggetti per finanziamenti a medio-lungo termine;1374582.0;12720621.09
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3323;Interessi da altri soggetti per anticipazioni;1374582.0;138.07
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3324;Interessi da altri soggetti per depositi;1374582.0;146880.84
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3325;Interessi da operazioni in derivati;1374582.0;24.5
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3327;Interessi moratori da imprese;1374582.0;177112.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3328;Interessi attivi su prestiti a famiglie, inclusi gli interessi di mora;1374582.0;99304.15
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3400;Utili netti delle aziende speciali e partecipate, dividendi di società;1374582.0;83467921.58
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3502;Canoni da imprese e da soggetti privati;1374582.0;9341.5
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3511;Rimborsi spese per personale comandato;1374582.0;3420509.04
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3512;Proventi diversi da enti del settore pubblico;1374582.0;19790284.45
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3513;Proventi da imprese e da soggetti privati;1374582.0;88425835.75
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3516;Recuperi vari;1374582.0;2784701.87
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3517;Ricavi dalla vendita di materiale divulgativo e promozionale riguardante i parchi;1374582.0;30.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3518;Proventi diversi da famiglie;1374582.0;38134617.62
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3519;Proventi diversi da istituzioni sociali private;1374582.0;274583.06
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4101;Alienazione di terreni e giacimenti;1374582.0;7655.81
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4102;Alienazione di fabbricati residenziali;1374582.0;331092.08
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4103;Alienazione di fabbricati non residenziali;1374582.0;37710.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4104;Altre alienazioni di beni immobili;1374582.0;167997.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4105;Proventi da aree cimiteriali in diritto di superficie;1374582.0;926238.96
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4106;Alienazione di potenziali edificatori e di diritti di superficie;1374582.0;4698162.45
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4203;Altri trasferimenti di capitale dallo Stato con vincolo di destinazione;1374582.0;105562963.91
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4303;Altri trasferimenti di capitale con vincolo di destinazione;1374582.0;7037463.98
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4451;Trasferimenti di capitale da Unione europea;1374582.0;312308.89
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4464;Trasferimenti di capitale da Camere di commercio;1374582.0;31836.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4501;Proventi per concessioni edilizie;1374582.0;49505002.16
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4502;Altri trasferimenti di capitale da imprese;1374582.0;32279143.14
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4511;Trasferimenti di capitale da famiglie;1374582.0;6730067.03
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4512;Trasferimenti di capitale da istituzioni sociali private;1374582.0;24400.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4513;Trasferimenti di capitali da altri;1374582.0;5249973.22
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4661;Prelievi da conti bancari di deposito;1374582.0;65127158.14
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E5000;TITOLO 5°: ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI;E5302;Mutui da Cassa depositi e prestiti - gestione CDP spa;1374582.0;69828056.29
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E5000;TITOLO 5°: ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI;E5323;Mutui e prestiti da BEI;1374582.0;25000000.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E5000;TITOLO 5°: ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI;E5324;Mutui e prestiti da altri - in euro;1374582.0;139687.77
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E6000;TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI;E6101;Ritenute previdenziali e assistenziali al personale;1374582.0;36076716.43
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E6000;TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI;E6201;Ritenute erariali;1374582.0;59668242.45
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E6000;TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI;E6301;Altre ritenute al personale per conto di terzi;1374582.0;12880390.47
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E6000;TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI;E6401;Depositi cauzionali;1374582.0;2681721.18
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E6000;TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI;E6501;Rimborso  spese per servizi per conto di terzi;1374582.0;143540935.89
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E6000;TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI;E6502;Rimborsi spese elettorali a carico di altre amministrazioni;1374582.0;13362.55
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E6000;TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI;E6601;Rimborso di anticipazione di fondi per il servizio economato;1374582.0;1768944.31
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E9999;ALTRI INCASSI DA REGOLARIZZARE (riscossioni codificate dal tesoriere);E9999;ALTRI INCASSI DA REGOLARIZZARE (riscossioni codificate dal tesoriere);1374582.0;0.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1101;ICI - IMU riscossa attraverso  ruoli;1374582.0;510773.94
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1102;ICI - IMU riscossa attraverso altre forme;1374582.0;350421216.28
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1104;TASI riscossa attraverso altre forme;1374582.0;40658594.75
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1111;Addizionale IRPEF;1374582.0;184681674.75
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1131;Addizionale sul consumo di energia elettrica;1374582.0;7395.52
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1161;Imposta sulla pubblicità riscossa attraverso i ruoli;1374582.0;79129.38
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1162;Imposta sulla pubblicità riscossa attraverso altre forme;1374582.0;17317858.41
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1175;Imposta di soggiorno;1374582.0;37730306.59
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1199;Altre imposte;1374582.0;360671.5
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1201;Tassa smaltimento rifiuti solidi urbani - TARES riscossa mediante ruoli;1374582.0;3930493.03
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1202;Tassa smaltimento rifiuti solidi urbani  - TARES riscossa attraverso altre forme;1374582.0;20799183.28
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1204;TARI riscossa attraverso altre forme;1374582.0;219603796.22
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1211;Tassa occupazione spazi e aree pubbliche riscossa mediante ruoli;1374582.0;16664.36
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1301;Diritti sulle pubbliche affissioni;1374582.0;1787595.5
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1303;Fondo sperimentale statale di riequilibrio - Fondo di solidarietà comunale;1374582.0;11099055.88
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2102;Altri trasferimenti correnti dallo Stato;1374582.0;83862521.35
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2104;Contributo per gli interventi dei comuni e delle province ex sviluppo investimenti;1374582.0;10469390.06
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2202;Altri trasferimenti correnti dalla Regione;1374582.0;276728706.4
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2306;Trasferimenti correnti dalla Regione/Provincia autonoma per funzioni in materia di viabilità e trasporti;1374582.0;296249.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/11;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2401;Trasferimenti correnti da Unione europea;1374582.0;497262.97
